timestamp,30:87:D9:71:54:**,30:87:D9:F1:76:**,1C:3A:60:02:B2:**,30:87:D9:B1:82:**,30:87:D9:B1:61:**,30:87:D9:B1:9B:**,30:87:D9:71:9B:**,00:24:6C:2D:17:**,08:36:C9:8E:F4:**,30:87:D9:71:61:**,30:87:D9:F1:61:**,30:87:D9:B1:51:**,00:24:6C:26:89:**,30:87:D9:B1:7E:**,30:87:D9:71:51:**,30:87:D9:F1:5C:**,30:87:D9:B1:55:**,30:87:D9:31:5A:**,30:87:D9:31:61:**,E8:48:B8:ED:47:**,00:24:6C:26:8B:**,30:87:D9:F1:7F:**,30:87:D9:F1:7D:**,30:87:D9:71:FC:**,30:87:D9:31:7E:**,30:87:D9:F1:55:**,E4:F0:42:E0:FB:**,0C:51:01:E3:94:**,EC:AD:E0:AE:D5:**,86:2A:FD:F0:89:**,30:87:D9:F1:7E:**,30:87:D9:71:59:**,30:87:D9:31:82:**,30:87:D9:F1:7C:**,30:87:D9:71:82:**,30:87:D9:B1:53:**,30:87:D9:31:55:**,30:87:D9:B1:5C:**,30:87:D9:F1:53:**,30:87:D9:71:D7:**,30:87:D9:B1:FC:**,30:87:D9:31:9A:**,30:87:D9:31:D7:**,30:87:D9:71:5C:**,30:87:D9:31:96:**,30:87:D9:71:96:**,1C:3B:F3:DC:E3:**,30:87:D9:F2:06:**,30:87:D9:71:52:**,30:87:D9:B1:7C:**,04:92:26:53:B7:**,30:87:D9:71:5E:**,30:87:D9:F1:59:**,C0:A0:BB:CF:65:**,30:87:D9:B1:97:**,30:87:D9:F1:5E:**,30:87:D9:F1:95:**,30:87:D9:73:01:**,30:87:D9:B1:58:**,30:87:D9:F1:5A:**,30:87:D9:F1:99:**,34:0A:33:03:77:**,30:87:D9:B1:6B:**,30:87:D9:31:6B:**,00:24:6C:26:87:**,30:87:D9:B1:72:**,30:87:D9:F1:97:**,30:87:D9:71:58:**,30:87:D9:71:77:**,56:13:79:27:1E:**,30:87:D9:F1:5B:**,D6:6A:6A:47:44:**,30:87:D9:31:54:**,FA:DA:0C:48:FB:**,30:87:D9:31:53:**,30:87:D9:F1:77:**,30:87:D9:71:55:**,30:87:D9:F2:38:**,30:87:D9:F2:1E:**,30:87:D9:B1:5B:**,30:87:D9:B1:7F:**,30:87:D9:B2:38:**,30:87:D9:F1:FC:**,30:87:D9:31:58:**,30:87:D9:B1:54:**,30:87:D9:B1:89:**,30:87:D9:F1:58:**,30:87:D9:B1:52:**,30:87:D9:B2:06:**,30:87:D9:32:1E:**,30:87:D9:F1:82:**,30:87:D9:B3:01:**,30:87:D9:71:7D:**,30:87:D9:72:1E:**,30:87:D9:31:52:**,30:87:D9:F1:52:**,00:24:6C:2D:1A:**,30:87:D9:31:5B:**,30:87:D9:31:59:**,30:87:D9:71:72:**,30:87:D9:F1:54:**,30:87:D9:31:99:**,30:87:D9:31:89:**,30:87:D9:71:89:**,30:87:D9:71:97:**,30:87:D9:B1:5E:**,30:87:D9:F3:01:**,30:87:D9:F1:6B:**,30:87:D9:71:9A:**,30:87:D9:71:53:**,30:87:D9:71:76:**,30:87:D9:31:FC:**,E8:37:7A:A5:3A:**,30:87:D9:31:72:**,30:87:D9:B1:77:**,30:87:D9:71:5A:**,C4:E9:0A:1D:37:**,30:87:D9:32:06:**,30:87:D9:71:7C:**,30:87:D9:31:76:**,30:87:D9:B1:63:**,30:87:D9:71:95:**,78:32:1B:CC:37:**,30:87:D9:72:38:**,30:87:D9:F1:72:**,1C:3B:F3:AB:99:**,30:87:D9:71:99:**,30:87:D9:31:77:**,30:87:D9:72:06:**,30:87:D9:31:51:**,30:87:D9:31:9B:**,30:87:D9:31:95:**,30:87:D9:F1:89:**,30:87:D9:31:7F:**,30:87:D9:B1:99:**,30:87:D9:B1:76:**,30:87:D9:33:01:**,30:87:D9:31:97:**,34:97:F6:6B:EB:**,38:D5:47:1E:6C:**,30:87:D9:71:7E:**,30:87:D9:31:7C:**,30:87:D9:31:7D:**,30:87:D9:31:5C:**,30:87:D9:B1:95:**,30:87:D9:71:6B:**,30:87:D9:B1:9A:**,30:87:D9:31:5E:**,30:87:D9:B1:59:**,30:87:D9:B2:1E:**,30:87:D9:71:5B:**,30:87:D9:71:7F:**,30:87:D9:F1:9A:**,30:87:D9:B1:5A:**,30:87:D9:B1:7D:**,30:87:D9:32:38:**
1665322533.587782,-100,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-65,-82,-100,-78,-100,-65,-100,-100,-81,-72,-100,-64,-68,-100,-85,-100,-55,-80,-54,-100,-67,-100,-80,-100,-100,-57,-100,-100,-100,-100,-100,-100,-66,-80,-100,-45,-100,-64,-100,-46,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-66,-74,-100,-100,-70,-72,-100,-100,-100,-39,-100,-60,-100,-100,-55,-100,-100,-100,-66,-72,-100,-100,-100,-100,-100,-82,-37,-40,-100,-46,-100,-100,-60,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-72,-75,-100,-100,-83,-100,-100,-100,-100,-100,-39,-73,-83,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-58,-46,-100,-100,-100,-68,-59,-81,-100,-73
1665322534.587617,-100,-100,-100,-62,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-75,-100,-75,-100,-66,-100,-100,-100,-73,-100,-67,-72,-100,-74,-100,-67,-77,-64,-76,-72,-100,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-59,-80,-100,-66,-100,-67,-100,-65,-100,-100,-100,-77,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-72,-100,-77,-67,-72,-100,-100,-100,-37,-100,-59,-100,-100,-57,-100,-100,-100,-63,-62,-100,-100,-100,-100,-100,-68,-37,-37,-100,-66,-100,-100,-64,-78,-100,-100,-100,-100,-100,-76,-100,-100,-78,-100,-100,-100,-74,-73,-100,-81,-68,-100,-100,-100,-100,-100,-36,-69,-68,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-65,-100,-100,-100,-67,-64,-75,-100,-73
1665322535.587801,-62,-57,-100,-72,-66,-100,-100,-100,-78,-63,-63,-100,-100,-100,-100,-74,-100,-100,-64,-100,-72,-53,-100,-100,-100,-100,-100,-100,-100,-100,-75,-69,-68,-100,-66,-100,-83,-75,-100,-100,-100,-57,-100,-70,-100,-100,-100,-100,-100,-100,-100,-100,-67,-100,-100,-100,-100,-100,-54,-76,-75,-100,-100,-100,-100,-49,-100,-51,-100,-100,-100,-100,-60,-100,-100,-100,-100,-61,-100,-100,-56,-63,-100,-54,-62,-67,-55,-100,-100,-78,-71,-100,-100,-100,-100,-100,-78,-100,-74,-49,-61,-79,-69,-70,-100,-100,-100,-100,-58,-100,-58,-100,-100,-49,-100,-100,-58,-100,-100,-62,-100,-100,-100,-63,-49,-100,-74,-100,-100,-100,-100,-100,-66,-53,-72,-59,-100,-100,-79,-100,-100,-100,-100,-69,-100,-100,-58,-100,-70,-100,-100,-48,-58,-100,-100,-60
1665322536.587805,-100,-100,-86,-60,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-56,-80,-100,-100,-100,-75,-65,-100,-70,-67,-74,-77,-100,-60,-47,-58,-64,-56,-100,-65,-100,-100,-100,-100,-100,-100,-100,-73,-100,-73,-48,-100,-100,-100,-100,-65,-100,-56,-100,-100,-100,-58,-100,-69,-70,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-65,-64,-56,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-70,-70,-100,-41,-100,-100,-100,-69,-58,-100,-100,-100,-100,-100,-59,-77,-74,-63,-100,-100,-58,-100,-64,-100,-100,-100,-100,-58,-100,-100,-100,-48,-100,-75,-54,-75,-100,-100,-44,-66,-55,-100,-100,-100,-55,-71,-100,-58,-100,-100,-64,-100,-75,-77,-47,-100,-100,-54,-76,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322537.587513,-100,-84,-100,-72,-77,-100,-100,-100,-60,-76,-76,-100,-100,-76,-100,-100,-68,-100,-71,-65,-100,-100,-100,-100,-77,-41,-100,-82,-69,-71,-76,-79,-71,-61,-64,-74,-41,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-51,-100,-100,-80,-100,-66,-100,-100,-100,-100,-100,-57,-100,-70,-63,-100,-100,-69,-100,-100,-100,-100,-100,-100,-100,-79,-100,-40,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-100,-100,-63,-100,-100,-100,-76,-100,-100,-100,-70,-100,-100,-60,-70,-71,-63,-100,-100,-65,-80,-75,-81,-100,-100,-100,-100,-100,-100,-100,-58,-100,-100,-100,-70,-100,-100,-67,-59,-100,-100,-100,-100,-100,-71,-100,-60,-82,-100,-65,-100,-100,-78,-58,-100,-100,-100,-64,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100
1665322538.587828,-100,-100,-100,-76,-76,-100,-100,-71,-100,-75,-78,-100,-100,-78,-100,-100,-79,-68,-76,-100,-100,-37,-100,-76,-75,-79,-100,-100,-79,-100,-80,-77,-76,-100,-65,-100,-78,-100,-100,-100,-79,-50,-100,-100,-100,-100,-100,-100,-100,-100,-100,-81,-77,-100,-100,-79,-100,-76,-76,-67,-66,-100,-100,-100,-100,-76,-100,-76,-100,-100,-77,-100,-100,-100,-100,-100,-78,-61,-100,-76,-38,-60,-75,-75,-100,-74,-77,-100,-100,-100,-74,-100,-100,-100,-100,-100,-100,-74,-77,-76,-100,-66,-74,-74,-100,-81,-100,-100,-48,-100,-100,-79,-100,-76,-100,-70,-100,-100,-100,-100,-100,-100,-81,-61,-75,-100,-67,-100,-100,-100,-100,-100,-73,-37,-67,-76,-79,-100,-70,-100,-75,-100,-100,-100,-100,-100,-49,-78,-76,-100,-74,-38,-49,-69,-100,-62
1665322539.587625,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-74,-68,-100,-75,-100,-66,-100,-100,-100,-73,-100,-67,-68,-100,-74,-100,-56,-77,-60,-76,-72,-100,-100,-100,-100,-55,-100,-100,-100,-100,-100,-100,-59,-80,-100,-55,-100,-67,-100,-58,-100,-100,-100,-72,-67,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-66,-100,-100,-67,-67,-100,-100,-100,-37,-100,-59,-100,-100,-57,-100,-100,-100,-59,-59,-100,-100,-100,-100,-100,-67,-38,-37,-100,-58,-100,-100,-55,-78,-100,-100,-100,-100,-100,-67,-100,-100,-78,-100,-100,-100,-74,-66,-100,-81,-66,-100,-100,-100,-100,-100,-37,-68,-68,-100,-100,-100,-100,-100,-100,-77,-100,-100,-100,-100,-55,-58,-100,-100,-100,-67,-55,-75,-100,-66
1665322540.587575,-100,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-66,-82,-100,-78,-100,-65,-100,-100,-81,-67,-100,-70,-67,-100,-85,-100,-55,-80,-54,-100,-67,-100,-80,-100,-100,-55,-100,-100,-100,-100,-100,-100,-64,-77,-100,-46,-100,-75,-100,-45,-100,-100,-100,-100,-83,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-66,-71,-100,-100,-70,-72,-100,-100,-100,-41,-100,-62,-100,-100,-55,-100,-100,-100,-63,-63,-100,-100,-100,-100,-100,-82,-41,-41,-100,-46,-100,-100,-56,-80,-100,-100,-100,-100,-100,-100,-100,-100,-79,-100,-100,-100,-66,-75,-100,-100,-83,-100,-100,-100,-100,-100,-41,-71,-83,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-56,-46,-100,-100,-100,-68,-56,-81,-100,-73
1665322541.587418,-76,-66,-100,-79,-39,-100,-100,-100,-100,-40,-40,-100,-100,-77,-100,-48,-76,-100,-39,-100,-72,-77,-100,-100,-76,-67,-58,-100,-100,-100,-78,-80,-100,-100,-82,-100,-76,-46,-100,-100,-100,-73,-100,-46,-100,-100,-100,-100,-100,-100,-100,-100,-81,-100,-100,-100,-100,-100,-75,-100,-50,-100,-75,-77,-100,-69,-100,-77,-100,-100,-100,-100,-68,-100,-100,-100,-77,-100,-65,-100,-77,-100,-72,-74,-67,-62,-76,-100,-100,-66,-82,-100,-100,-65,-100,-100,-78,-100,-100,-65,-76,-60,-61,-62,-100,-100,-100,-78,-77,-100,-66,-81,-100,-67,-100,-100,-100,-100,-100,-67,-100,-100,-80,-100,-66,-100,-60,-100,-100,-100,-100,-100,-59,-79,-64,-67,-100,-100,-100,-100,-100,-100,-100,-46,-100,-78,-80,-100,-81,-65,-100,-79,-81,-100,-100,-100
1665322542.587997,-100,-100,-100,-58,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-73,-82,-100,-78,-100,-71,-100,-100,-81,-74,-100,-77,-69,-100,-85,-100,-64,-80,-64,-79,-74,-100,-80,-100,-100,-61,-100,-100,-100,-100,-100,-100,-67,-79,-100,-56,-100,-68,-100,-56,-100,-100,-100,-100,-82,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-82,-100,-74,-72,-100,-100,-69,-74,-100,-100,-100,-31,-100,-67,-100,-100,-64,-100,-100,-100,-68,-67,-100,-100,-100,-100,-100,-82,-31,-31,-100,-56,-100,-100,-61,-80,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-67,-74,-100,-100,-83,-100,-100,-100,-100,-100,-31,-72,-81,-100,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-60,-56,-100,-100,-100,-74,-60,-81,-100,-74
1665322543.587904,-100,-100,-100,-66,-79,-100,-100,-72,-100,-71,-80,-100,-100,-75,-100,-100,-76,-69,-72,-100,-100,-44,-100,-74,-75,-75,-100,-100,-78,-100,-74,-78,-66,-100,-70,-100,-78,-100,-100,-100,-77,-40,-100,-100,-79,-78,-100,-100,-100,-100,-100,-78,-77,-80,-100,-78,-100,-79,-100,-76,-65,-100,-100,-100,-100,-79,-100,-79,-100,-100,-77,-100,-100,-100,-100,-100,-78,-55,-100,-81,-43,-55,-76,-80,-100,-63,-100,-100,-100,-100,-71,-77,-100,-100,-100,-100,-100,-100,-75,-77,-100,-64,-65,-64,-100,-81,-80,-100,-40,-100,-100,-76,-100,-78,-100,-65,-100,-100,-100,-100,-100,-100,-100,-55,-77,-100,-66,-100,-100,-100,-100,-100,-63,-44,-66,-100,-76,-100,-100,-100,-73,-100,-100,-100,-100,-100,-41,-79,-75,-100,-80,-45,-40,-77,-100,-55
1665322544.587392,-100,-84,-100,-78,-78,-100,-100,-83,-60,-66,-75,-75,-100,-76,-100,-100,-68,-74,-70,-74,-100,-100,-100,-100,-77,-42,-100,-73,-66,-64,-76,-79,-79,-53,-75,-100,-42,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-53,-100,-100,-80,-100,-79,-100,-100,-100,-100,-100,-60,-100,-54,-51,-100,-100,-65,-100,-100,-100,-100,-100,-100,-100,-77,-100,-42,-77,-100,-100,-100,-100,-100,-100,-100,-72,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-100,-70,-100,-100,-59,-80,-79,-65,-100,-100,-54,-80,-76,-81,-100,-100,-100,-100,-76,-100,-100,-54,-100,-100,-100,-81,-82,-100,-66,-61,-100,-100,-100,-100,-100,-69,-100,-62,-82,-100,-67,-100,-100,-78,-55,-100,-100,-100,-55,-100,-100,-77,-100,-100,-100,-80,-100,-100,-100
1665322545.587595,-100,-100,-100,-77,-76,-100,-100,-76,-100,-76,-74,-100,-100,-76,-100,-100,-75,-70,-76,-100,-100,-40,-100,-74,-73,-76,-100,-100,-100,-100,-75,-58,-67,-100,-75,-100,-78,-100,-100,-100,-77,-44,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-55,-100,-100,-81,-100,-100,-77,-70,-65,-100,-100,-100,-100,-72,-100,-75,-100,-100,-78,-100,-100,-100,-100,-100,-75,-63,-100,-78,-43,-62,-76,-76,-100,-66,-78,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-78,-56,-74,-100,-65,-64,-64,-100,-81,-100,-100,-44,-100,-74,-76,-100,-76,-100,-70,-100,-100,-100,-100,-100,-100,-100,-61,-73,-100,-64,-100,-100,-100,-100,-100,-65,-42,-68,-78,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-44,-79,-56,-100,-78,-42,-44,-64,-100,-63
1665322546.587793,-100,-79,-100,-76,-76,-100,-100,-76,-100,-79,-78,-100,-100,-76,-100,-100,-75,-70,-77,-100,-100,-35,-100,-74,-73,-76,-100,-100,-100,-100,-75,-71,-76,-100,-75,-100,-78,-100,-100,-100,-77,-53,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-71,-100,-100,-81,-100,-100,-69,-70,-73,-100,-100,-100,-100,-71,-100,-69,-100,-100,-78,-100,-79,-100,-100,-100,-75,-63,-100,-78,-36,-71,-76,-70,-100,-80,-68,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-79,-71,-75,-100,-68,-79,-80,-100,-100,-100,-100,-52,-100,-78,-76,-100,-74,-100,-70,-100,-100,-100,-100,-100,-100,-100,-70,-73,-100,-70,-100,-100,-100,-100,-100,-78,-35,-70,-78,-100,-100,-66,-100,-75,-100,-100,-100,-100,-100,-52,-100,-70,-100,-79,-35,-53,-64,-100,-71
1665322547.587683,-100,-76,-100,-79,-38,-100,-100,-100,-100,-39,-39,-100,-100,-66,-100,-66,-75,-100,-38,-100,-72,-77,-100,-100,-70,-63,-69,-100,-100,-100,-67,-100,-100,-74,-82,-100,-61,-64,-100,-100,-100,-100,-100,-64,-100,-100,-100,-100,-100,-78,-100,-100,-100,-100,-100,-100,-100,-100,-80,-100,-59,-100,-100,-76,-100,-77,-100,-71,-100,-100,-100,-100,-72,-100,-100,-100,-61,-100,-70,-100,-78,-100,-100,-82,-68,-75,-75,-100,-100,-76,-82,-100,-100,-70,-100,-100,-100,-100,-100,-79,-70,-52,-76,-73,-100,-100,-100,-80,-100,-100,-69,-100,-100,-77,-100,-100,-100,-100,-77,-76,-100,-100,-82,-100,-78,-100,-53,-100,-100,-100,-100,-100,-76,-78,-53,-77,-100,-100,-100,-100,-67,-76,-100,-65,-100,-100,-80,-100,-100,-77,-100,-79,-81,-100,-100,-100
1665322548.587698,-100,-100,-100,-69,-100,-100,-100,-68,-73,-72,-100,-100,-100,-69,-100,-100,-69,-68,-74,-100,-100,-50,-100,-76,-76,-82,-100,-100,-79,-100,-77,-77,-68,-100,-67,-100,-79,-100,-100,-100,-74,-34,-100,-100,-100,-82,-100,-100,-100,-100,-100,-76,-77,-68,-100,-78,-100,-76,-100,-70,-72,-100,-100,-100,-100,-79,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-68,-52,-100,-80,-50,-53,-75,-100,-100,-66,-78,-100,-100,-100,-68,-78,-100,-100,-100,-100,-100,-74,-77,-78,-100,-67,-65,-67,-100,-77,-80,-100,-37,-100,-100,-79,-100,-81,-100,-67,-100,-100,-100,-100,-100,-100,-100,-54,-79,-100,-74,-100,-100,-100,-100,-100,-64,-50,-72,-80,-79,-100,-80,-100,-73,-100,-100,-80,-100,-100,-34,-80,-76,-100,-78,-51,-33,-67,-100,-53
1665322549.587500,-100,-100,-100,-39,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-64,-100,-100,-56,-100,-100,-100,-100,-100,-74,-100,-47,-66,-100,-100,-100,-40,-52,-30,-61,-75,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-71,-53,-53,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-74,-58,-100,-75,-100,-100,-100,-100,-100,-100,-100,-100,-61,-100,-51,-77,-100,-30,-100,-100,-100,-52,-53,-100,-100,-100,-100,-100,-73,-59,-60,-80,-100,-100,-80,-100,-60,-100,-100,-100,-100,-100,-100,-100,-78,-52,-100,-100,-100,-74,-100,-100,-57,-76,-100,-76,-100,-100,-100,-64,-100,-77,-100,-100,-65,-100,-75,-100,-52,-100,-100,-100,-80,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322550.587925,-100,-100,-100,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-76,-100,-100,-74,-75,-100,-75,-100,-65,-100,-100,-100,-74,-100,-69,-77,-100,-74,-100,-65,-100,-63,-100,-75,-100,-100,-100,-100,-56,-100,-100,-100,-100,-100,-100,-69,-80,-100,-58,-100,-66,-100,-67,-100,-100,-100,-76,-75,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-74,-69,-100,-77,-63,-68,-100,-100,-100,-51,-100,-70,-100,-100,-64,-100,-100,-100,-70,-69,-100,-100,-100,-100,-100,-74,-50,-50,-100,-67,-100,-100,-56,-78,-100,-100,-100,-100,-100,-68,-100,-100,-100,-100,-100,-100,-78,-66,-100,-81,-74,-100,-100,-100,-100,-100,-50,-68,-73,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-56,-59,-100,-100,-100,-67,-57,-67,-100,-63
1665322551.587764,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-100,-100,-78,-65,-100,-82,-100,-65,-100,-100,-100,-76,-100,-67,-72,-100,-76,-100,-62,-100,-63,-81,-69,-100,-79,-100,-100,-50,-100,-100,-100,-100,-100,-100,-64,-100,-100,-65,-100,-62,-100,-65,-100,-77,-100,-73,-71,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-79,-100,-79,-63,-100,-100,-66,-64,-100,-100,-100,-40,-100,-64,-100,-100,-64,-100,-100,-100,-63,-64,-100,-100,-100,-100,-100,-72,-38,-39,-100,-65,-100,-100,-50,-81,-100,-100,-100,-100,-100,-66,-100,-100,-81,-100,-100,-100,-68,-60,-100,-79,-70,-100,-100,-100,-100,-100,-38,-67,-71,-100,-79,-100,-100,-100,-100,-81,-100,-100,-100,-100,-50,-65,-100,-100,-100,-64,-51,-65,-100,-64
1665322552.587857,-100,-100,-86,-60,-69,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-51,-80,-100,-100,-100,-75,-64,-100,-62,-71,-100,-77,-100,-60,-50,-57,-57,-56,-100,-57,-100,-100,-100,-100,-100,-100,-100,-73,-75,-69,-49,-100,-100,-100,-100,-64,-100,-56,-100,-100,-100,-78,-100,-80,-80,-56,-100,-65,-100,-54,-100,-100,-100,-100,-100,-57,-64,-55,-100,-100,-100,-100,-100,-100,-100,-100,-72,-100,-66,-77,-100,-41,-100,-100,-100,-70,-56,-100,-100,-100,-100,-100,-66,-72,-72,-69,-100,-100,-58,-100,-58,-100,-100,-100,-100,-58,-100,-100,-78,-50,-100,-75,-54,-64,-100,-100,-55,-67,-55,-76,-100,-100,-55,-70,-100,-77,-100,-100,-65,-100,-75,-77,-50,-100,-100,-54,-79,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322553.587392,-100,-100,-100,-34,-100,-68,-69,-100,-100,-100,-100,-100,-100,-100,-100,-100,-78,-100,-100,-65,-100,-77,-100,-100,-100,-77,-100,-49,-68,-100,-100,-100,-33,-56,-33,-59,-75,-100,-58,-100,-100,-65,-100,-100,-100,-100,-100,-71,-49,-52,-100,-100,-100,-100,-79,-100,-100,-100,-100,-100,-78,-100,-79,-81,-100,-100,-65,-100,-100,-100,-100,-100,-100,-67,-58,-100,-75,-100,-100,-64,-77,-100,-100,-100,-100,-48,-100,-49,-77,-100,-33,-100,-100,-100,-49,-47,-100,-78,-100,-100,-100,-100,-48,-48,-80,-100,-100,-80,-66,-59,-100,-100,-100,-100,-100,-100,-100,-78,-56,-100,-100,-100,-78,-100,-100,-60,-76,-100,-76,-100,-67,-100,-48,-100,-77,-100,-100,-70,-100,-100,-100,-54,-100,-100,-100,-80,-68,-78,-100,-100,-100,-78,-67,-100,-100,-100
1665322554.587737,-100,-100,-86,-62,-100,-100,-100,-100,-64,-100,-100,-100,-100,-77,-100,-100,-62,-100,-100,-68,-80,-100,-100,-100,-75,-53,-100,-65,-71,-74,-77,-100,-62,-36,-60,-69,-50,-100,-68,-100,-100,-100,-100,-100,-100,-100,-73,-100,-69,-38,-100,-100,-100,-100,-54,-100,-56,-100,-100,-100,-58,-100,-69,-70,-56,-100,-54,-100,-54,-100,-100,-100,-100,-100,-65,-64,-50,-100,-100,-100,-100,-100,-100,-100,-100,-68,-100,-69,-100,-100,-52,-100,-100,-100,-67,-59,-100,-100,-100,-100,-100,-59,-67,-72,-57,-100,-100,-58,-100,-66,-100,-100,-100,-100,-58,-100,-100,-100,-35,-100,-75,-54,-77,-100,-100,-57,-58,-55,-100,-100,-100,-55,-71,-100,-59,-100,-100,-57,-100,-100,-77,-37,-100,-100,-54,-70,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322555.587499,-100,-100,-100,-67,-77,-100,-100,-100,-100,-76,-76,-100,-100,-100,-100,-100,-77,-100,-71,-58,-100,-100,-100,-100,-100,-37,-100,-81,-67,-74,-100,-100,-64,-56,-57,-75,-38,-100,-74,-100,-100,-100,-100,-100,-100,-100,-100,-100,-72,-55,-100,-100,-100,-100,-61,-100,-100,-100,-100,-100,-61,-100,-65,-63,-100,-100,-63,-100,-100,-100,-100,-100,-100,-100,-68,-100,-37,-100,-100,-100,-100,-100,-100,-100,-100,-70,-100,-72,-100,-100,-58,-100,-100,-100,-74,-71,-100,-100,-100,-100,-100,-60,-73,-72,-71,-100,-100,-64,-100,-69,-100,-100,-100,-100,-100,-100,-100,-100,-54,-100,-100,-100,-67,-100,-100,-51,-60,-100,-100,-100,-100,-100,-70,-100,-61,-100,-100,-69,-100,-100,-81,-56,-100,-100,-100,-57,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100
1665322556.587440,-100,-100,-100,-61,-100,-100,-100,-100,-100,-100,-100,-100,-100,-75,-100,-100,-69,-76,-100,-75,-100,-68,-100,-100,-100,-74,-100,-69,-75,-100,-74,-100,-64,-77,-63,-76,-67,-100,-100,-100,-100,-54,-100,-100,-100,-100,-100,-100,-64,-80,-100,-59,-100,-71,-100,-60,-100,-100,-100,-62,-72,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-100,-77,-78,-100,-68,-70,-100,-77,-70,-65,-100,-100,-100,-46,-100,-62,-100,-100,-64,-100,-100,-100,-64,-66,-100,-100,-100,-100,-100,-72,-46,-46,-100,-60,-100,-100,-52,-78,-100,-100,-100,-100,-100,-76,-100,-100,-78,-100,-100,-100,-78,-67,-100,-81,-72,-100,-100,-100,-100,-100,-46,-68,-72,-100,-100,-100,-100,-100,-74,-100,-100,-100,-100,-100,-53,-61,-100,-100,-100,-68,-53,-65,-100,-66
